,Unnamed: 0_x,filename,file_size,pixels,prompt_0,prompt_1,prompt_2,prompt_3,prompt_4,prompt_5,prompt_6,prompt_7,Unnamed: 0_y,caption,score,compress_rat,scores
377,377,3_1420533284212203521.png,35673,26550,yes,yes,no,no,no,no,plant,yes,377,a stone statue with the words smithsonian associates streaming,0.9999749660491944,5.954082919855352,y
378,378,3_1274348857808297984.png,65499,35775,yes,no,no,no,yes,no,plants,yes,378,a painting with a sun in the background,0.9969605803489684,4.369532359272661,y
379,379,3_1312740516560338945.png,54118,40725,yes,no,yes,yes,no,yes,plant,yes,379,a crowd in a large room,0.9381111860275269,6.02017812927307,y
380,380,3_1522983612219641857.png,59688,33750,no,no,no,yes,no,no,plant,yes,380,two people cooking in a kitchen,0.8652945756912231,4.523522316043426,y
381,381,3_1417833000612552709.png,75463,33750,yes,yes,no,yes,no,no,plants,no,381,a wall covered in graffiti,0.6944812536239624,3.5779123543988445,y
382,382,3_1512490586766548995.png,53013,45900,no,yes,no,no,no,no,plant,no,382,an old book with writing on it,0.9537106156349182,6.926602908720502,y
383,383,3_1485647207382626308.png,36216,36225,no,no,no,no,yes,no,plant,yes,383,a leaf in a jar,0.9993250370025636,8.001988071570576,y
384,384,3_1541819782529417216.png,76278,50625,no,no,yes,yes,yes,no,plants,no,384,two people sitting on a bench,0.0942175760865211,5.309525682372374,mb
385,385,3_1276518148255158273.png,43374,33300,no,no,yes,yes,no,no,plant,no,385,a woman in a fur coat,0.1358114928007125,6.141928344169318,mb
386,386,3_1517532081798144001.png,86040,50625,yes,no,no,no,yes,yes,plant,yes,386,some white objects on a table,0.958166003227234,4.707112970711297,y
387,387,3_1543656084052869121.png,114581,50625,yes,no,no,no,no,yes,plants,yes,387,a tree made out of wine bottles,0.993730902671814,3.5346174322095285,y
388,388,3_1461695268622155779.png,73091,35775,yes,yes,no,no,no,no,plant,no,388,a building with a sign that says future,0.9984217882156372,3.9156667715587417,y
389,389,3_1501895049285619712.png,64892,35550,no,yes,yes,no,no,no,plant,no,389,an old book on a black background,0.9992050528526306,4.382666584478827,y
390,390,3_1498353025013927937.png,61336,33750,no,no,no,yes,no,no,plant,no,390,a baseball player holding a bat,0.2805755138397217,4.401982522499022,y
391,391,3_1516791490911027207.png,90641,50625,yes,yes,no,no,yes,no,plant,yes,391,a red panda in the snow,0.9940316081047058,4.468176652949548,y
392,392,3_1557772378335232001.png,71194,50625,yes,yes,no,yes,yes,no,plant,no,392,a woman sitting in front of a book shelf,0.9815242886543274,5.688681630474478,y
393,393,3_1418263332126171140.png,39288,28575,yes,yes,no,yes,no,yes,plant,no,393,two men in a lab,0.0880788415670394,5.818570555894929,y
394,394,3_1548035052918820864.png,56760,50625,no,no,yes,yes,no,no,plant,no,394,a man sitting in a chair,0.0650207921862602,7.135306553911205,mb
395,395,3_1445489375639310354.png,62393,41400,no,no,yes,yes,no,no,plants,yes,395,a group of people in a room,0.5139434933662415,5.308287788694244,mb
396,396,3_1329472557540634624.png,31980,25425,no,yes,no,yes,no,no,plant,no,396,a woman standing in a kitchen,0.7985895872116089,6.360225140712946,y
397,397,3_1486437035812528128.png,88845,50625,yes,no,no,yes,yes,no,plant,yes,397,a man sitting in a chair,0.4795483648777008,4.558500759750126,mb
398,398,3_1541815568898162694.png,63355,41175,yes,yes,yes,yes,no,yes,plant,yes,398,a woman in a dress,0.0870185494422912,5.199273932602004,mb
399,399,3_1423646318426267661.png,39381,25425,no,no,yes,no,no,no,plant,yes,399,a building with a rainbow in the background,0.980904757976532,5.164927249181077,n
400,400,3_1520071101623242753.png,78355,50625,no,yes,no,yes,yes,no,plants,no,400,people hiking on a mountain,0.5930836200714111,5.168783102546104,mb
401,401,3_1495745482144026628.png,55523,28350,yes,yes,no,yes,no,no,plant,no,401,a group of people walking down a street,0.1620495468378067,4.084793689101813,y
402,402,3_1541829145189138443.png,62479,33750,no,no,no,no,no,no,flowers,no,402,a bunch of lavender flowers,0.9913434982299804,4.321452007874646,y
403,403,3_1359216803378057218.png,51908,28575,no,no,no,no,yes,no,plant,yes,403,a sun on a blue background,0.9996335506439208,4.403945441935733,y
404,404,3_1283078621385678849.png,47062,38475,yes,no,no,no,yes,no,plant,yes,404,a chair and ottoman,0.9643458127975464,6.540308529174281,y
405,405,3_1376515784994865157.png,50560,28575,yes,no,no,yes,yes,no,plant,no,405,a woman in a yellow dress,0.9524046778678894,4.521360759493671,y
406,406,3_1486124354589143040.png,48382,49275,yes,no,no,yes,no,no,plant,no,406,a woman with glasses on a postage stamp,0.9996579885482788,8.147658219999173,y
407,407,3_1487062986141405185.png,43709,40500,no,yes,no,no,no,yes,plant,no,407,an old pocket watch,0.9459660053253174,7.4126610080303825,y
408,408,3_1252694079319822339.png,66866,38025,yes,no,no,no,yes,no,plant,yes,408,a plate of fruit and vegetables,0.0665791481733322,4.54939730206682,y
409,409,3_1489614933759246340.png,42533,33750,no,no,no,no,no,no,plant,yes,409,a postcard with a picture of a man on it,0.8996914625167847,6.348012131756518,mb
410,410,3_1438458905026236418.png,78434,50625,no,no,no,yes,no,no,plant,no,410,a woman,0.423141598701477,5.163577020169824,y
411,411,3_1334151664559935490.png,26208,26775,no,yes,no,no,no,no,plant,yes,411,an american flag with the words save gas,0.999879002571106,8.173076923076923,y
412,412,3_1371804742779813889.png,54580,28575,yes,no,no,yes,yes,yes,plants,yes,412,a painting of people in a room,0.9464548230171204,4.188347379992671,y
413,413,3_1501208579772141568.png,27130,33750,no,no,yes,yes,no,yes,plants,no,413,a group of women walking down a street,0.9621652364730836,9.952082565425728,y
414,414,3_1454181246553235456.png,51361,28575,no,no,no,yes,yes,no,plant,no,414,a person sitting on a rock by the water,0.9873472452163696,4.4508479196277335,y
415,415,3_1468317294686257160.png,64034,40500,no,no,no,no,no,no,flowers,no,415,a purple and white orchid,0.999089241027832,5.059811974888341,y
416,416,3_1421155402255847424.png,82119,50625,no,no,no,yes,yes,no,plant,no,416,a young girl smiling for the camera,0.9245938658714294,4.9318671683775985,mb
417,417,3_1526553688894066689.png,50097,50625,no,yes,no,no,no,no,plant,yes,417,a boat with the words presente,0.9999316930770874,8.084316426133302,y
418,418,3_1152271113831010307.png,70076,41175,yes,no,no,no,yes,no,plant,yes,418,a sculpture in the grass,0.9290218949317932,4.700610765454649,y
419,419,3_1273266748893134848.png,48263,38025,yes,yes,no,yes,no,no,plant,yes,419,a person swimming in the ocean,0.9689899682998656,6.30296500424756,y
420,420,3_1355278392250097665.png,60633,28575,yes,yes,no,yes,no,no,plant,yes,420,a person holding a piece of paper,0.0727460235357284,3.7702241353718273,mb
421,421,3_1347510252032425985.png,22376,25875,no,yes,no,no,no,no,plant,no,421,a book on a computer screen,0.8610255122184753,9.25098319628173,y
422,422,3_1519287889418403840.png,60047,28125,yes,yes,no,yes,no,no,plant,no,422,many people holding up signs,0.9334675669670104,3.747064799240595,mb
423,423,3_1557018038058172416.png,118591,50625,no,no,no,no,no,no,plants,yes,423,the region of ngc and ngc in the constellation,0.9938253164291382,3.415098953546222,y
424,424,3_1322223019624902656.png,33639,32175,yes,no,no,no,yes,no,plant,yes,424,a hand that is laying on the ground,0.9659788608551024,7.651832694194239,mb
425,425,3_1522361767464247299.png,55553,44100,no,no,no,no,no,yes,plant,yes,425,a helmet with a phone in it,0.9856072664260864,6.3506921318380645,mb
426,426,3_1509262781782142983.png,26574,36225,no,no,no,no,yes,no,plant,yes,426,a black clergy robe,0.9987939596176147,10.905396251975615,n
427,427,3_1458177884212846594.png,64603,28575,yes,no,no,no,yes,no,plant,yes,427,a circle with many colors,0.9944868683815002,3.538535362134885,y
428,428,3_1554497766679797763.png,21703,28575,no,no,no,no,no,no,plant,no,428,the milky,0.9936396479606628,10.53310602220891,y
429,429,3_1352679441600819200.png,68146,44325,no,yes,no,yes,no,no,plant,no,429,a baseball player holding a bat,0.3145381212234497,5.203533589645761,y
430,430,3_1510588001751023621.png,49409,40500,yes,yes,yes,yes,no,no,plant,no,430,a woman singing into a microphone,0.9185041189193726,6.557509765427351,y
431,431,3_1483848642834296836.png,40112,29925,no,no,yes,yes,no,no,plants,no,431,a man on a horse,0.4717298448085785,5.968288791384125,mb
432,432,3_1553827507564150785.png,37999,40050,yes,no,no,no,no,no,plant,yes,432,a woman's red dress,0.9598392248153688,8.431800836864127,y
433,433,3_1463190838805245958.png,87628,50625,yes,no,no,no,no,no,flowers,yes,433,a vase of flowers on a table,0.4994105100631714,4.621810380243757,y
434,434,3_1322217757556047879.png,73853,41175,yes,no,no,yes,yes,no,trees,yes,434,a painting of a man in a red shirt,0.0488533452153205,4.460211501225407,n
435,435,3_1514633097714843655.png,95246,38025,no,yes,no,no,yes,no,plants,yes,435,two birds on the ground,0.957125961780548,3.1938349117023286,y
436,436,3_1497753476440502277.png,90509,34875,yes,yes,no,yes,no,yes,plant,no,436,a boy in a plane with a stamp on it,0.996489942073822,3.082566374614679,y
437,437,3_1367159254545813510.png,92096,38025,no,no,no,yes,yes,no,plants,yes,437,a group of people in the jungle,0.9787836074829102,3.3030750521195276,y
438,438,3_1314178098154418176.png,31341,26550,yes,yes,no,yes,no,no,plant,no,438,two men and a woman with the text in the fore,0.5551660060882568,6.77706518617785,y
439,439,3_1526574510501244930.png,46057,28575,yes,no,no,no,no,no,plant,yes,439,a spiral galaxy,0.9911439418792723,4.963414898929587,y
440,440,3_1530219476418969600.png,60120,40725,yes,no,no,no,no,yes,plant,yes,440,a group of airplanes parked on a runway,0.7178590297698975,5.419161676646707,y
441,441,3_1528088348358737922.png,41682,50625,yes,no,yes,yes,no,yes,plant,yes,441,a man working on a piece of paper,0.9325958490371704,9.716424355837052,n
442,442,3_1526276387799289856.png,41357,50625,no,no,no,no,no,no,plant,yes,442,the planet,0.953157126903534,9.79277994051793,y
443,443,3_1505930110607757313.png,34655,38025,no,no,yes,no,yes,no,plant,yes,443,an elephant in the dark,0.2196108102798462,8.777954119174723,n
444,444,3_1474063081609183234.png,75676,41175,yes,no,no,yes,yes,no,plant,no,444,a man riding a horse,0.2966342270374298,4.352767059569745,n
445,445,3_1511358364743315458.png,60713,34200,no,no,no,no,yes,no,plant,yes,445,a gorilla laying on its back,0.9948707818984984,4.506448371847874,y
446,446,3_1555219291137605632.png,58834,33750,no,no,no,no,no,yes,plant,yes,446,a helicopter in a hangar,0.9972999691963196,4.589183125403678,y
447,447,3_1505695843248189440.png,40982,17550,yes,no,no,no,no,no,flowers,no,447,a stamp with a bunch of flowers,0.9979348182678224,3.425894295056366,y
448,448,3_1523286734640984066.png,46081,40500,yes,no,no,no,no,no,flowers,no,448,flowers on a white background,0.8878981471061707,7.031097415420672,y
449,449,3_1417870815979257859.png,70568,38025,no,no,no,no,no,no,flowers,no,449,a pink rose in front of a building,0.9979068040847778,4.310735744246684,y
450,450,3_1488927706922336259.png,61298,33750,yes,no,no,yes,no,no,plant,yes,450,two men sitting at a table,0.7098604440689087,4.404711409833926,y
451,451,3_1516023811258339336.png,75603,33750,no,no,no,yes,yes,no,plants,no,451,a man taking a picture of a woman,0.7495589256286621,3.571286853696282,y
452,452,3_1414680245240729605.png,50356,32850,yes,no,no,no,yes,no,plant,yes,452,a book cover with a drawing of a man in a suit and tie,0.0465183854103088,5.218841846056081,n
453,453,3_1519672964693725185.png,53698,35100,no,no,no,no,yes,no,tree,yes,453,a bird sitting on a branch,0.7977654337882996,5.229245037059108,y
454,454,3_1326986342128103442.png,35716,25425,no,yes,no,yes,no,no,plant,yes,454,a man in a white shirt and tie,0.6626810431480408,5.694926643521111,y
455,455,3_1447574200068329475.png,88600,41625,no,no,no,yes,no,no,plants,no,455,a group of people standing in front of a building,0.2530746161937713,3.7584650112866815,y
456,456,3_1253417803903668226.png,60506,39375,yes,no,yes,no,yes,no,trees,no,456,an old photo of a mountain,0.9967002272605896,5.206095263279675,y
457,457,3_1555987070325252096.png,33930,28575,no,no,no,yes,no,yes,plant,no,457,a man on the moon,0.9660929441452026,6.737400530503979,y
458,458,3_1513487202860285959.png,59573,25425,yes,yes,no,yes,yes,yes,plants,yes,458,a group of people in a room,0.0882147997617721,3.414298423782586,n
459,459,3_1436385204302667777.png,70403,28350,no,no,no,yes,yes,yes,plants,yes,459,a man working in the woods,0.993285834789276,3.2214536312373054,y
460,460,3_1554186958523482116.png,26007,39150,no,no,yes,no,no,yes,plant,yes,460,a person flying a plane,0.1067440956830978,12.04291152382051,mb
461,461,3_1313557399748464648.png,31877,30375,yes,no,no,no,no,no,plant,yes,461,a book with a color wheel,0.9994124174118042,7.623051102675911,y
462,462,3_1395388487927431171.png,63378,50625,yes,no,no,no,no,yes,plants,yes,462,a bunch of different colored objects,0.9903668165206908,6.3902300482817385,y
463,463,3_1346460248257736705.png,47700,28575,no,yes,no,no,no,no,plants,yes,463,a book with flowers and leaves on it,0.9977174997329712,4.7924528301886795,y
464,464,3_1283088204334342145.png,63344,44550,no,no,no,no,no,no,plant,yes,464,the cover of a book,0.8882356882095337,5.6264208133367015,y
465,465,3_1550190164118568960.png,83271,50625,no,yes,yes,yes,yes,no,plants,no,465,two men playing guitars in a field,0.5767002105712891,4.863638001224916,n
466,466,3_1546853548855414785.png,76547,38025,no,no,no,yes,yes,no,plant,no,466,a man kneeling in a field,0.900698721408844,3.9740290279174886,y
467,467,3_1369715181056581636.png,43897,33075,yes,no,no,no,no,no,plants,yes,467,a long table with wine glasses on it,0.9818296432495116,6.027746770849944,y
468,468,3_1399818334481301515.png,51908,28575,no,no,no,no,yes,no,plant,yes,468,a sun on a blue background,0.9996335506439208,4.403945441935733,y
469,469,3_1242878527311142912.png,50058,40500,yes,no,no,no,no,no,plant,yes,469,a bed and a cabinet,0.9973486661911012,6.472491909385114,y
470,470,3_1524455099799588867.png,101366,50625,no,no,no,yes,no,no,plants,no,470,a man holding a tray full of plants,0.9995311498641968,3.995422528263915,y
471,471,3_1555327266623787012.png,63739,38925,no,no,yes,yes,no,yes,plant,yes,471,a man standing next to an airplane,0.9439446926116944,4.885548879022263,y
472,472,3_1368931017147506688.png,45479,28575,yes,no,yes,yes,no,no,plant,no,472,a woman in a dress,0.3163940608501434,5.026495745289035,n
473,473,3_1470495820759896064.png,12522,25425,no,yes,no,no,no,no,plant,no,473,"a purple background with the words, what untory from history would you like to",0.999980330467224,16.24341159559176,mb
474,474,3_1553380096303562752.png,90269,34650,no,no,no,no,no,no,plant,no,474,a book with a red and green cover,0.9990216493606568,3.07082165527479,y
475,475,3_1435794563998928900.png,32687,25425,no,no,no,no,no,no,plant,no,475,a book and a book cover,0.991505205631256,6.222657325542264,y
476,476,3_1538989568111824897.png,49379,35100,no,yes,no,no,no,yes,plant,yes,476,a space shuttle taking off into the sky,0.9626624584197998,5.686627918750886,y
477,477,3_1478358674850471937.png,83472,38025,no,no,no,no,yes,no,trees,no,477,a snow covered forest,0.9813459515571594,3.644335825186889,y
478,478,3_1554829748282347522.png,48282,40500,yes,no,yes,yes,yes,no,plant,no,478,a woman in a dress,0.6730843782424927,6.710575369702995,y
479,479,3_1517488809256050693.png,82551,38025,yes,no,no,no,yes,yes,plants,yes,479,a building,0.463177889585495,3.6849947305302178,mb
480,480,3_1533073312557027329.png,88007,50625,no,yes,no,no,no,no,plants,yes,480,a bunch of flowers on a table,0.6646283268928528,4.601906666515164,y
481,481,3_1365436218645733377.png,62658,31725,yes,no,no,yes,yes,no,grass,yes,481,a pair of shoes in the grass,0.9856626391410828,4.050560183855214,y
482,482,3_1543959569684172800.png,67424,34650,no,yes,yes,yes,no,no,plants,no,482,a crowd of people,0.1891392469406128,4.1112956810631225,y
483,483,3_1356279962727288833.png,47681,35550,no,no,yes,yes,yes,no,trees,yes,483,a snow covered road,0.8082219362258911,5.964640003355634,y
484,484,3_1430977367124623369.png,91427,40500,yes,no,no,yes,yes,no,plants,yes,484,a group of people in a room,0.0190864615142345,3.5438109092500025,mb
485,485,3_1551922849002258435.png,76255,50625,no,yes,no,yes,no,no,plant,no,485,a woman in a green dress with a white circle,0.998134434223175,5.311127139203987,n
486,486,3_1246162965042212865.png,41974,40500,yes,no,no,no,yes,no,plant,yes,486,a green and gold vase,0.995718777179718,7.719064182589222,y
487,487,3_1425057495215591427.png,51484,33750,yes,no,no,yes,no,no,plant,yes,487,a man's head on a computer screen,0.9925985336303712,5.244347758526921,n
488,488,3_1392812169440415751.png,64603,28575,yes,no,no,no,yes,no,plant,yes,488,a circle with many colors,0.9944868683815002,3.538535362134885,y
489,489,3_1527790274574950400.png,89027,33750,yes,no,no,no,no,no,plants,yes,489,a painting on a wall,0.5151470303535461,3.0327878059465108,mb
490,490,3_1326253295917281283.png,29921,26550,no,yes,no,yes,no,no,plant,no,490,a man in a suit and tie,0.4772232174873352,7.0986932254938,y
491,491,3_1242469257251885057.png,82263,50625,yes,no,no,no,no,no,flowers,no,491,blue flowers on a green background,0.9985705614089966,4.923234017723643,y
492,492,3_1535592753551351811.png,23338,40500,no,no,yes,yes,no,no,plant,no,492,a woman singing on stage,0.9127984642982484,13.88293769817465,y
493,493,3_1284462131581247488.png,52754,34200,no,no,yes,yes,yes,no,plants,no,493,a group of people sitting on the sidewalk,0.820719838142395,5.186336581112332,mb
494,494,3_1361788447623643139.png,29174,28575,no,no,yes,yes,yes,no,plant,yes,494,a stone wall with carvings on it,0.9855808615684508,7.835744155755124,y
495,495,3_1293581010391699461.png,81156,43200,no,no,yes,yes,no,no,plants,no,495,a group of women standing in front of a church,0.9850032925605774,4.258465178175366,y
496,496,3_1482355647945617412.png,33473,33525,no,no,no,no,yes,no,plant,yes,496,a hat on a white surface,0.9911991953849792,8.012427926985929,y
497,497,3_1517852184909692930.png,31506,28575,yes,yes,no,no,no,no,plant,yes,497,a book with the title environmental justice how can we care???,0.9999622106552124,7.255760807465244,y
498,498,3_1518540206701490176.png,79101,38025,no,no,no,no,no,no,flowers,no,498,some purple flowers in front of a brick wall,0.9988502264022828,3.845716236204346,y
499,499,3_1315360773045182465.png,37409,28575,yes,no,yes,yes,yes,no,plants,yes,499,a man and woman in the snow,0.285160481929779,6.110828944906306,mb
500,500,3_1535327771777540098.png,56985,50625,yes,no,no,no,no,no,plant,yes,500,a book on a table,0.9102535247802734,7.107133456172677,y
501,501,3_1464232722277318664.png,33369,28575,yes,yes,no,yes,no,no,plant,no,501,a woman singing into a microphone,0.7233933210372925,6.850669783331835,y
502,502,3_1495759969597235212.png,18490,50625,yes,no,no,no,no,no,plant,yes,502,a table number holder,0.9535783529281616,21.903731746890212,y
503,503,3_1415002538412236801.png,64277,34650,no,yes,no,yes,no,yes,plant,yes,503,a woman wearing a lab coat,0.9742927551269532,4.3125845948006285,y
504,504,3_1506712885728272392.png,107481,50625,yes,no,no,no,no,no,flowers,no,504,the washington monument and cherry blossoms,0.9990746974945068,3.7681078516202864,y
505,505,3_1385232378260504584.png,60397,40050,no,no,yes,no,yes,no,plant,yes,505,a dinosaur with a skeleton on it's back,0.979418158531189,5.304899249962746,mb
506,506,3_1449038998740025345.png,80419,38025,no,no,no,yes,yes,no,plant,yes,506,a man in the desert,0.8677399754524231,3.782688170705928,y
507,507,3_1499778160887574531.png,28018,38025,no,no,no,no,no,no,plant,yes,507,a green beetle on a white background,0.9996463060379028,10.85730601756014,y
508,508,3_1478083221506215944.png,45127,28575,yes,no,no,no,no,no,plant,yes,508,a building with a sign that says museum temporarily closed,0.9999254941940308,5.065703459126465,y
509,509,3_1445026692511191041.png,51908,28575,no,no,no,no,yes,no,plant,yes,509,a sun on a blue background,0.9996335506439208,4.403945441935733,y
510,510,3_1437407412919615489.png,68019,34875,no,no,no,yes,no,no,plant,no,510,a man holding a baby,0.9118630290031432,4.101795086666961,y
511,511,3_1539948319497142276.png,53682,40500,yes,no,yes,yes,yes,no,plant,no,511,a woman on a bicycle,0.0068189082667231,6.035542639991059,n
512,512,3_1483982804048306176.png,42934,25425,yes,no,no,yes,no,no,plant,no,512,a man with a mustache and a stamp,0.8121677041053772,4.737504076023664,y
513,513,3_1514633083567419404.png,76429,38025,no,yes,no,no,yes,no,plants,yes,513,a forest with trees in the background,0.5918158292770386,3.980164597207866,y
514,514,3_1430976523796979726.png,56453,28575,yes,no,no,yes,yes,no,plants,yes,514,a group of people in a room,0.0543149523437023,4.049386215081572,y
515,515,3_1492595365597663232.png,71687,28575,no,no,no,no,yes,no,plant,no,515,a blue and white pattern,0.986297607421875,3.188862694770321,y
516,516,3_1552711020061261825.png,94853,38025,no,no,no,no,yes,no,trees,no,516,a river surrounded by trees,0.9079099893569946,3.207067778562618,y
517,517,3_1508486073730711555.png,53537,38925,no,no,yes,yes,yes,no,plant,no,517,an old woman sitting at a table,0.7095112204551697,5.816538095149149,y
518,518,3_1480536746119081986.png,86463,38025,no,no,no,no,no,no,plants,yes,518,plants in a greenhouse,0.9934675097465516,3.5182679296346415,y
519,519,3_1517926395812499457.png,38112,29025,no,yes,no,no,no,no,plant,no,519,a pink card with the words analyzing biodiversity literature sale,0.9999815225601196,6.092569269521411,y
520,520,3_1486347777764466689.png,114191,44325,no,yes,no,no,no,no,plant,yes,520,a galaxy with many stars,0.992141842842102,3.1053235368811904,y
521,521,3_1514645357795287046.png,71412,33975,no,no,no,no,yes,no,plants,yes,521,two panda bears sitting on a log,0.9912918210029602,3.806083011258612,y
522,522,3_1423345483825618946.png,66249,28575,yes,no,no,no,no,no,plant,yes,522,a spiral galaxy,0.740057647228241,3.4506181225376986,y
523,523,3_1455191663173935116.png,71264,33525,yes,yes,no,yes,yes,no,plant,yes,523,a person dressed as a skeleton,0.9883497953414916,3.76347103726987,y
524,524,3_1557004018391687170.png,46480,26550,yes,yes,no,no,yes,no,plants,yes,524,a bee and a bee on a green background,0.971218466758728,4.569707401032702,y
525,525,3_1371552117266190341.png,49191,29475,yes,no,no,yes,no,no,plant,yes,525,a man standing in front of a sun,0.9997324347496032,4.793559797523938,y
526,526,3_1542181398529708032.png,95771,50625,yes,yes,no,no,no,no,plant,yes,526,a spiral galaxy,0.9955369234085084,4.228837539547462,y
527,527,3_1470499018237267969.png,51908,28575,no,no,no,no,yes,no,plant,yes,527,a sun on a blue background,0.9996335506439208,4.403945441935733,y
528,528,3_1537792762296209408.png,57631,33750,no,no,no,no,yes,no,plants,no,528,a baby duck in the grass,0.9901021718978882,4.6849785705609825,y
529,529,3_1469347438708330502.png,75248,38025,no,no,no,no,yes,no,plant,yes,529,a fossil,0.9966974258422852,4.042632362321922,y
530,530,3_1498295995616083976.png,59813,38025,no,yes,no,no,no,no,plant,no,530,an open book with a black background,0.9940688610076904,5.085850901977831,y
531,531,3_1520070673187627009.png,70623,43875,no,yes,no,yes,yes,no,plant,no,531,a woman in a pink jacket,0.9623980522155762,4.970052249267236,y
532,532,3_1535726182943039489.png,53002,26550,yes,yes,no,yes,no,yes,plants,yes,532,a red car with the words approachability on it,0.9998502731323242,4.007395947322743,y
533,533,3_1551001756565475329.png,91642,43425,yes,yes,no,yes,yes,no,plant,yes,533,a girl playing a guitar,0.2469633370637893,3.790838261932302,y
534,534,3_1315638753008979971.png,48948,47025,no,yes,no,no,no,no,plant,no,534,a white paper with a black and orange text on it,0.9948976635932922,7.685707281196372,mb
535,535,3_1532753667740340224.png,68645,33750,no,no,no,no,yes,no,plants,no,535,a house in the woods,0.9036198258399964,3.933279918420861,y
536,536,3_1329434754207408129.png,92796,49725,no,yes,no,yes,no,no,plant,no,536,a woman sitting in a chair,0.8696574568748474,4.28682270787534,y
537,537,3_1474379624390053894.png,39183,28575,no,yes,yes,yes,yes,no,plants,no,537,a group of people in front of a building,0.3738053739070892,5.83416277467269,y
538,538,3_1427289423067111428.png,52323,40500,no,no,no,no,yes,no,plant,no,538,a book with the words happiness and happiness,0.9986529350280762,6.192305487070695,mb
539,539,3_1469398517693169665.png,26893,25425,yes,yes,no,no,no,no,plant,yes,539,a gift box with a blue ribbon,0.9974561333656312,7.563306436619195,y
540,540,3_1513936498017587200.png,89365,40500,yes,no,no,yes,yes,no,plants,no,540,a woman in a garden,0.7167856097221375,3.6255804845297375,y
541,541,3_1502291613720059904.png,17263,34425,no,no,yes,yes,no,no,plant,no,541,a man and woman cutting a cake,0.8494364619255066,15.953194693853908,y
542,542,3_1307067267327328256.png,35166,37350,yes,no,no,no,no,no,plant,yes,542,the art of magic,0.9999055862426758,8.49684354205767,mb
543,543,3_1457736269564362753.png,51483,33075,no,yes,no,no,no,no,plant,no,543,the front page of an old book,0.7001663446426392,5.139560631664821,mb
544,544,3_1346450212647301121.png,44229,22050,yes,no,no,no,no,no,flowers,no,544,flowers on a white background,0.3246954679489136,3.9883334463813336,mb
545,545,3_1542510646331187205.png,60162,40500,no,yes,yes,yes,no,yes,plant,no,545,a man sitting at a desk in front of a bookcase,0.9548633098602296,5.385459259998005,y
546,546,3_1494763985224318982.png,65672,34875,yes,no,yes,yes,yes,no,plant,yes,546,a man riding a horse,0.0043197753839194,4.248385917894994,n
547,547,3_1348737708517183492.png,62418,33525,no,no,no,no,yes,no,plants,no,547,the ocean,0.3795047402381897,4.296837450735365,y
548,548,3_1488512695452192770.png,48997,28575,no,no,yes,yes,no,no,plant,no,548,a group of women and children,0.9371121525764464,4.665591770924751,y
549,549,3_1495486648766943234.png,71725,38025,no,yes,no,yes,no,no,plant,yes,549,a group of people in a room,0.4186405539512634,4.241199024050192,mb
550,550,3_1544775511930454017.png,28107,25425,no,yes,no,no,no,no,plant,no,550,a pencil and a pencil on a piece of paper,0.8940103054046631,7.23663144412424,mb
551,551,3_1517536096191582208.png,64605,50625,yes,no,no,no,yes,no,plant,yes,551,the earth in a room,0.9978639483451844,6.268864638959833,y
552,552,3_1483945432480985088.png,84348,50625,no,no,no,yes,yes,no,plants,no,552,two girls looking at a city,0.999039590358734,4.801536491677337,y
553,553,3_1371470598971473921.png,39444,26775,no,yes,yes,yes,no,no,plants,no,553,a group of women in front of a building,0.952340006828308,5.4304837237602674,y
554,554,3_1406294613833392128.png,31589,27225,no,no,no,yes,no,no,plant,no,554,a man looking in a mirror,0.5606286525726318,6.894805153692741,n
555,555,3_1508791458698043397.png,65465,36450,yes,no,no,no,no,no,trees,yes,555,a bird perched on a tree branch,0.1407928466796875,4.454288551134193,y
556,556,3_1448408708556464128.png,65526,28575,yes,no,yes,no,yes,no,plant,no,556,a castle on top of a hill,0.5836588144302368,3.488691511766322,y
557,557,3_1551291126631604224.png,72306,38925,no,no,no,yes,no,yes,plants,yes,557,a helicopter flying over a body of water,0.8460996747016907,4.306696539706248,y
558,558,3_1517526937039556608.png,101544,50625,yes,no,no,no,yes,no,plant,yes,558,a monkey sitting on a rock,0.9026229977607728,3.9884188135192624,y
559,559,3_1395474420890849285.png,47055,28575,yes,no,no,yes,no,yes,plant,yes,559,a group of people standing together,0.4949513971805572,4.858144724258846,y
560,560,3_1499054101593788416.png,30609,26550,yes,yes,no,yes,no,no,plant,no,560,a woman and a man with the words hidden history,0.9999693632125854,6.939135548368127,y
561,561,3_1430977010885668864.png,34800,50625,no,yes,no,no,no,no,plant,no,561,a purple and blue background with the words our shared future,0.9999642372131348,11.637931034482758,y
562,562,3_1547221883099029505.png,55461,34425,no,no,no,no,yes,no,plants,yes,562,a black bear in a bowl of water,0.945100724697113,4.96565153891924,n
563,563,3_1515660824492265473.png,113587,50625,no,no,no,no,no,no,plants,yes,563,a tree in the middle of a garden,0.9815466403961182,3.565548874431053,y
564,564,3_1415400551521550338.png,50686,50625,no,no,no,no,no,no,plant,yes,564,a blue and purple galaxy,0.999046266078949,7.99037209485854,y
565,565,3_1456719470685310988.png,44622,28575,yes,no,no,yes,yes,no,plant,no,565,a woman standing in front of a temple,0.997944176197052,5.1230334812424365,y
